Location,Population,Density (people/km²),Urbanization (%),Average Income (USD),Education Level (% with Bachelor's or higher),DateTime,AQI,PM2.5,PM10,O3,NO2,SO2,CO,Altitude (m),Proximity to Industry (km)
Los Angeles,10039107,3276,89,60000,32,2024-01-01 03:00:00,3,36.92,49.4,0.0,81.57,5.54,1228.33,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 04:00:00,4,55.59,73.42,0.0,90.48,6.56,1588.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 05:00:00,4,68.05,89.88,0.0,94.59,6.97,1735.69,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 06:00:00,4,70.02,94.57,0.0,91.85,6.85,1668.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 07:00:00,4,60.97,86.3,0.0,83.63,6.56,1441.96,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 08:00:00,3,45.06,67.57,0.0,70.6,5.19,1121.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 09:00:00,3,31.58,49.73,0.0,58.26,4.41,854.49,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 10:00:00,2,24.31,38.56,0.0,48.67,3.99,694.27,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 11:00:00,2,21.06,32.64,0.0,43.53,4.05,620.84,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 12:00:00,2,20.46,30.45,0.0,41.13,4.47,587.46,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 13:00:00,2,21.82,31.05,0.0,41.81,4.77,574.11,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 14:00:00,3,25.95,35.94,0.0,43.87,4.71,640.87,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 15:00:00,3,39.61,53.56,0.0,50.72,4.83,921.25,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 16:00:00,4,58.63,78.1,0.1,60.32,5.07,1348.5,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 17:00:00,4,73.31,97.22,1.17,67.17,6.02,1668.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 18:00:00,5,81.84,108.44,2.66,73.34,7.99,1789.09,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 19:00:00,4,62.62,79.51,7.06,77.46,21.7,1161.58,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 20:00:00,4,72.69,89.37,15.74,95.96,31.47,1148.22,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 21:00:00,5,94.78,111.75,32.54,128.87,41.96,1134.87,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 22:00:00,5,106.74,123.86,55.79,143.95,49.11,988.01,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-01 23:00:00,5,104.5,123.2,55.79,150.8,49.59,934.6,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 00:00:00,4,74.06,90.25,41.48,134.35,38.62,774.38,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 01:00:00,4,55.47,70.64,13.05,131.61,22.89,761.03,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 02:00:00,3,49.03,68.45,0.08,124.75,12.76,907.9,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 03:00:00,3,46.56,71.76,0.0,120.64,7.99,1068.12,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 04:00:00,4,57.57,88.69,0.0,126.12,5.96,1348.5,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 05:00:00,5,76.0,113.75,0.0,126.12,4.83,1655.58,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 06:00:00,5,83.89,126.76,0.0,116.53,4.23,1708.98,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 07:00:00,5,77.68,121.12,0.0,100.08,4.05,1562.12,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 08:00:00,4,61.42,100.32,0.0,82.94,4.11,1255.04,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 09:00:00,3,45.17,78.36,0.0,66.49,4.17,961.3,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 10:00:00,3,35.21,63.39,0.0,54.84,4.23,761.03,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 11:00:00,3,30.2,54.2,0.0,47.3,4.17,667.57,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 12:00:00,3,28.23,48.85,0.0,43.87,4.23,634.19,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 13:00:00,3,26.76,44.82,0.01,44.55,4.89,600.81,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 14:00:00,3,26.13,42.79,0.01,45.24,5.6,607.49,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 15:00:00,3,33.68,52.2,0.0,48.67,6.26,801.09,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 16:00:00,3,43.85,66.21,0.35,54.84,6.32,1081.47,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 17:00:00,4,53.34,80.01,2.84,58.95,6.74,1308.44,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 18:00:00,4,63.86,94.15,6.97,68.55,8.82,1401.9,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 19:00:00,4,66.24,91.47,35.05,74.03,25.51,801.09,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 20:00:00,4,74.69,96.95,58.65,74.03,25.51,741.0,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 21:00:00,4,74.67,94.09,75.82,71.29,24.8,694.27,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 22:00:00,4,54.3,70.61,85.12,54.15,19.55,554.08,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-02 23:00:00,3,46.12,61.63,78.68,55.52,20.03,520.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 00:00:00,3,47.94,64.79,65.09,69.92,23.13,554.08,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 01:00:00,4,74.31,96.2,12.87,127.49,21.7,894.55,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 02:00:00,5,118.29,147.11,0.0,163.14,18.36,1455.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 03:00:00,5,170.98,206.38,0.0,200.15,15.5,2002.72,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 04:00:00,5,214.86,255.01,0.0,222.09,13.71,2349.85,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 05:00:00,5,236.94,279.75,0.0,219.35,13.11,2456.67,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 06:00:00,5,243.95,287.47,0.0,208.38,13.35,2456.67,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 07:00:00,5,246.9,289.95,0.0,197.41,12.16,2510.07,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 08:00:00,5,244.47,279.95,0.0,180.96,10.01,2563.48,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 09:00:00,5,226.47,255.55,0.0,157.65,10.61,2456.67,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 10:00:00,5,202.59,225.73,0.0,139.83,12.04,2216.34,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 11:00:00,5,179.44,197.44,0.0,124.75,10.49,2002.72,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 12:00:00,5,159.87,174.3,0.0,122.01,9.42,1869.2,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 13:00:00,5,139.58,151.27,0.0,120.64,9.3,1735.69,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 14:00:00,5,127.5,137.67,0.0,106.93,7.87,1682.28,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 15:00:00,5,137.13,149.14,0.0,104.19,8.23,1922.61,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 16:00:00,5,158.19,176.05,0.07,111.04,9.18,2376.56,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 17:00:00,5,174.34,197.81,1.25,119.27,9.89,2696.99,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 18:00:00,5,178.6,204.35,4.78,134.35,11.8,2696.99,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 19:00:00,3,34.11,40.11,41.48,70.6,12.04,687.6,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 20:00:00,2,15.53,19.32,61.51,41.13,8.34,473.98,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 21:00:00,2,5.94,8.46,68.66,23.65,6.14,350.48,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 22:00:00,2,2.5,4.18,70.81,14.91,4.41,287.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-03 23:00:00,2,1.93,3.48,70.1,15.42,4.35,280.38,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 00:00:00,2,1.96,3.56,67.23,18.85,4.59,287.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 01:00:00,1,3.27,5.61,49.35,38.04,7.57,340.46,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 02:00:00,2,4.83,8.07,30.4,56.21,9.06,400.54,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 03:00:00,2,5.44,9.46,22.53,57.58,7.63,417.23,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 04:00:00,2,4.98,9.15,26.11,46.61,5.42,397.21,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 05:00:00,1,4.55,8.7,32.19,38.73,4.53,377.18,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 06:00:00,1,4.07,7.95,37.91,32.9,3.99,360.49,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 07:00:00,1,5.08,9.02,31.11,36.67,3.49,383.85,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 08:00:00,1,4.93,8.85,28.25,35.3,3.01,380.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 09:00:00,1,4.59,8.66,27.89,32.9,2.92,363.83,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 10:00:00,1,5.34,9.82,23.6,34.62,2.83,370.5,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 11:00:00,1,6.46,11.43,17.34,38.39,2.86,387.19,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 12:00:00,2,7.46,12.87,11.44,41.47,3.04,403.88,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 13:00:00,2,8.42,14.23,5.72,43.18,3.19,423.91,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 14:00:00,2,11.26,18.08,0.96,45.24,3.52,487.33,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 15:00:00,2,22.72,33.46,0.01,49.35,4.05,741.0,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 16:00:00,3,40.66,57.18,0.19,56.89,5.19,1161.58,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 17:00:00,4,56.88,78.61,1.52,65.8,7.57,1548.77,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 18:00:00,4,72.5,98.34,3.49,76.77,11.09,1869.2,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 19:00:00,5,85.72,112.53,6.17,95.96,15.74,2056.12,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 20:00:00,5,96.28,121.6,10.28,119.27,20.74,2029.42,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 21:00:00,5,103.41,125.01,17.88,141.2,28.13,1708.98,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 22:00:00,4,55.63,66.68,50.07,100.08,30.52,814.44,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-04 23:00:00,3,38.12,46.91,51.5,82.25,25.51,634.19,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 00:00:00,3,34.95,43.72,34.69,93.22,28.13,620.84,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 01:00:00,4,56.58,69.69,4.47,132.98,27.42,974.66,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 02:00:00,5,87.39,106.58,0.0,149.43,23.13,1508.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 03:00:00,5,111.37,136.64,0.0,154.91,20.27,1949.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 04:00:00,5,130.42,162.01,0.0,156.28,18.36,2269.74,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 05:00:00,5,132.89,168.34,0.0,142.57,12.99,2269.74,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 06:00:00,5,114.7,150.87,0.0,120.64,7.75,2029.42,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 07:00:00,5,91.26,124.78,0.0,101.45,5.25,1695.63,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 08:00:00,4,67.78,95.9,0.0,85.0,4.71,1335.14,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 09:00:00,3,49.05,70.88,0.0,70.6,4.59,1014.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 10:00:00,3,37.8,55.03,0.0,58.95,4.65,814.44,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 11:00:00,3,31.3,45.65,0.0,51.41,4.47,707.63,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 12:00:00,3,27.76,40.36,0.0,47.3,4.35,647.54,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 13:00:00,2,24.34,36.05,0.0,45.24,4.29,614.17,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 14:00:00,2,23.42,35.47,0.0,44.55,4.65,627.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 15:00:00,3,32.7,48.01,0.0,49.35,5.25,867.84,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 16:00:00,3,45.71,65.29,0.33,58.95,6.44,1214.98,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 17:00:00,4,54.5,76.58,2.75,64.43,8.58,1441.96,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 18:00:00,4,59.34,82.42,6.44,71.97,11.68,1495.36,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 19:00:00,4,50.06,64.37,26.82,80.2,29.33,854.49,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 20:00:00,4,64.71,77.52,47.92,89.11,32.42,774.38,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 21:00:00,4,72.0,83.75,67.95,86.37,29.56,727.65,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 22:00:00,4,61.74,71.57,80.11,71.29,23.84,620.84,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-05 23:00:00,4,68.45,78.83,75.82,86.37,27.18,654.22,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 00:00:00,5,91.88,105.8,55.07,135.72,37.19,827.79,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 01:00:00,5,117.58,137.07,6.44,197.41,30.99,1281.74,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 02:00:00,5,123.34,147.06,0.0,197.41,18.36,1735.69,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 03:00:00,5,119.92,147.89,0.0,180.96,10.97,2082.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 04:00:00,5,125.3,159.61,0.0,165.88,7.33,2349.85,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 05:00:00,5,118.96,158.33,0.0,143.95,5.19,2296.45,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 06:00:00,5,93.93,134.22,0.0,113.79,3.87,1895.9,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 07:00:00,4,67.82,103.51,0.0,87.05,3.31,1441.96,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 08:00:00,3,45.16,73.69,0.0,69.92,2.86,1041.41,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 09:00:00,3,28.11,50.12,0.0,55.52,2.21,734.33,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 10:00:00,2,19.12,37.52,0.05,45.93,1.91,560.76,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 11:00:00,2,15.26,31.68,0.25,41.47,1.97,487.33,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 12:00:00,2,14.01,28.74,0.61,40.44,2.18,460.62,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 13:00:00,2,13.31,26.82,1.31,41.13,2.47,447.27,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 14:00:00,2,14.32,27.83,0.54,42.16,3.07,480.65,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 15:00:00,2,22.26,38.33,0.01,45.93,4.17,680.92,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 16:00:00,3,32.01,51.81,0.46,50.72,5.36,947.95,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 17:00:00,3,37.85,62.07,3.44,52.09,5.78,1121.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 18:00:00,3,41.71,70.47,7.24,54.15,6.85,1174.93,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 19:00:00,3,32.65,58.73,19.31,69.92,13.59,881.2,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 20:00:00,3,43.86,67.5,30.76,84.31,20.5,834.47,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 21:00:00,5,78.2,100.47,43.27,94.59,24.32,881.2,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 22:00:00,4,52.46,64.52,95.84,41.13,13.23,514.03,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-06 23:00:00,3,38.68,48.01,100.14,31.87,11.44,427.25,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 00:00:00,3,32.23,40.82,92.98,33.59,11.56,407.22,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 01:00:00,3,29.66,38.3,58.65,54.84,11.21,460.62,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 02:00:00,3,29.21,38.54,15.56,86.37,10.37,587.46,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 03:00:00,3,34.23,45.07,0.38,97.33,9.54,754.36,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 04:00:00,4,50.38,64.41,0.0,104.19,8.23,1014.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 05:00:00,4,73.47,91.7,0.0,113.79,7.03,1335.14,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 06:00:00,5,93.93,116.01,0.0,117.9,6.68,1588.82,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 07:00:00,5,95.23,116.91,0.0,112.41,5.9,1615.52,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 08:00:00,4,67.05,82.85,0.0,91.85,4.35,1268.39,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 09:00:00,3,29.87,38.86,1.41,71.29,3.58,727.65,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 10:00:00,1,7.13,10.72,43.99,29.82,4.11,333.79,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 11:00:00,1,5.74,8.44,52.93,23.31,4.17,317.1,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 12:00:00,1,3.61,5.45,56.51,16.79,3.31,290.39,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 13:00:00,2,0.89,1.68,70.1,8.23,1.73,253.68,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 14:00:00,2,0.83,1.6,70.1,8.05,1.8,253.68,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 15:00:00,2,1.46,2.51,65.8,11.48,2.0,270.37,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 16:00:00,2,1.93,3.23,61.51,15.08,2.18,287.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 17:00:00,2,2.16,3.63,62.23,14.74,2.41,297.07,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 18:00:00,2,2.3,3.89,64.37,13.02,2.65,300.41,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 19:00:00,2,2.29,3.89,67.23,11.65,2.89,297.07,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 20:00:00,2,2.02,3.46,71.53,10.11,2.71,287.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 21:00:00,2,1.66,2.88,75.1,8.65,2.24,273.7,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 22:00:00,2,1.39,2.42,75.82,8.14,2.09,267.03,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-07 23:00:00,2,1.39,2.4,72.96,9.42,2.32,267.03,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 00:00:00,2,1.47,2.52,69.38,11.31,2.35,273.7,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 01:00:00,2,1.68,2.87,63.66,15.25,2.5,283.72,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 02:00:00,2,1.97,3.42,60.08,17.99,2.59,293.73,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 03:00:00,2,2.42,4.14,60.08,19.02,2.56,303.75,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 04:00:00,1,2.84,4.96,59.37,19.54,2.56,307.08,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 05:00:00,1,3.09,5.55,56.51,19.19,2.59,303.75,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 06:00:00,1,3.22,5.92,55.79,18.85,2.53,300.41,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 07:00:00,1,5.56,9.39,40.41,30.5,2.29,350.48,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 08:00:00,1,6.03,10.54,31.83,33.93,2.21,367.16,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 09:00:00,1,6.82,12.32,21.1,37.7,2.62,387.19,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 10:00:00,2,8.59,15.04,9.48,41.81,3.07,420.57,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 11:00:00,2,10.76,17.94,1.88,41.47,3.34,453.95,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 12:00:00,2,13.01,20.82,0.17,36.67,3.73,494.0,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 13:00:00,2,14.53,22.65,0.05,33.59,4.05,520.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 14:00:00,2,17.16,26.15,0.01,34.27,4.23,574.11,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 15:00:00,3,29.48,42.51,0.0,41.47,4.53,834.47,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 16:00:00,3,45.56,64.12,0.4,54.15,6.02,1201.63,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 17:00:00,4,59.97,83.82,3.0,65.12,9.3,1548.77,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 18:00:00,5,75.8,103.75,6.35,80.2,13.47,1842.5,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 19:00:00,5,90.24,118.94,10.91,106.93,19.79,1949.31,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 20:00:00,5,101.93,128.89,18.95,137.09,29.56,1815.8,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 21:00:00,5,110.47,133.36,38.98,160.4,42.44,1468.66,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 22:00:00,3,30.53,39.6,77.25,59.63,21.22,514.03,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-08 23:00:00,2,22.38,30.58,73.67,52.09,18.12,447.27,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-09 00:00:00,2,23.96,33.04,63.66,63.75,21.93,460.62,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 01:00:00,5,118.0,138.17,6.26,224.83,57.7,1255.04,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 02:00:00,5,135.74,159.63,0.0,233.05,37.19,1708.98,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 03:00:00,5,159.54,188.2,0.0,241.28,24.32,2189.64,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 04:00:00,5,184.72,219.72,0.0,241.28,16.93,2643.59,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 05:00:00,5,194.61,235.37,0.0,222.09,12.64,2777.1,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 06:00:00,5,172.01,214.48,0.0,183.7,10.01,2456.67,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 07:00:00,5,134.19,173.09,0.0,145.32,7.99,1976.01,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 08:00:00,5,100.25,131.11,0.0,116.53,5.84,1522.06,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 09:00:00,5,78.8,102.77,0.0,98.71,4.89,1188.28,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 10:00:00,4,67.13,86.78,0.0,87.05,4.71,1001.36,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 11:00:00,4,60.88,78.6,0.0,79.51,4.83,907.9,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 12:00:00,4,59.63,76.09,0.0,77.46,5.25,867.84,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 13:00:00,4,57.38,72.7,0.0,76.77,5.66,827.79,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 14:00:00,4,54.73,69.39,0.0,76.09,5.84,814.44,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 15:00:00,4,61.88,79.2,0.0,79.51,6.14,1014.71,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 16:00:00,5,77.77,100.03,0.36,89.11,8.11,1388.55,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 17:00:00,5,94.68,122.25,3.31,98.71,12.04,1735.69,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 18:00:00,5,113.26,145.47,7.15,112.41,15.74,2056.12,89,5.0
Los Angeles,10039107,3276,89,60000,32,2024-01-10 19:00:00,5,135.49,169.1,11.44,141.2,21.22,2269.74,89,5.0
