Location,Population,Density (people/km²),Urbanization (%),Average Income (USD),Education Level (% with Bachelor's or higher),DateTime,AQI,PM2.5,PM10,O3,NO2,SO2,CO,Altitude (m),Proximity to Industry (km)
Tokyo,13929286,6169,100,55000,37,2024-01-29 01:00:00,2,4.55,8.35,37.55,52.78,50.54,347.14,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 02:00:00,2,5.35,9.32,41.13,51.41,53.88,347.14,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 03:00:00,2,6.1,10.17,43.63,50.72,52.93,340.46,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 04:00:00,2,4.76,7.68,63.66,39.76,37.19,303.75,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 05:00:00,2,4.38,6.97,70.81,38.39,34.33,293.73,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 06:00:00,2,4.81,7.48,65.09,45.24,36.72,297.07,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 07:00:00,3,6.63,10.39,26.46,81.57,60.56,373.84,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 08:00:00,3,9.37,14.69,2.41,105.56,87.74,507.35,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 09:00:00,3,12.16,18.74,0.0,115.16,107.77,627.52,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 10:00:00,3,14.84,22.64,0.0,122.01,139.24,720.98,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 11:00:00,3,17.44,26.75,0.0,128.87,169.75,787.73,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 12:00:00,3,18.85,29.32,0.0,135.72,185.01,807.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 13:00:00,3,18.44,29.12,0.0,134.35,179.29,807.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 14:00:00,3,19.77,30.65,0.0,127.49,152.59,854.49,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 15:00:00,3,24.38,35.83,0.0,124.75,111.58,974.66,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 16:00:00,3,28.15,39.84,0.0,122.01,70.57,1054.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 17:00:00,3,25.29,35.11,0.0,108.3,42.92,934.6,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 18:00:00,3,17.51,24.07,0.0,84.31,28.85,694.27,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 19:00:00,2,10.41,14.77,0.0,69.23,24.8,473.98,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 20:00:00,2,10.0,13.96,0.0,68.55,24.32,440.6,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 21:00:00,2,11.29,15.43,0.0,68.55,26.94,433.92,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 22:00:00,2,12.81,17.42,0.0,67.17,40.05,460.62,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-29 23:00:00,2,14.59,19.84,1.48,67.86,56.27,487.33,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 00:00:00,2,16.0,21.78,8.67,65.8,65.8,487.33,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 01:00:00,2,15.88,22.13,18.6,64.43,73.43,453.95,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 02:00:00,3,15.09,21.92,23.6,66.49,82.97,440.6,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 03:00:00,3,14.75,22.22,25.75,71.97,95.37,433.92,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 04:00:00,2,13.64,17.55,53.64,47.98,48.64,323.77,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 05:00:00,2,13.23,16.66,59.37,45.24,44.35,313.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 06:00:00,2,12.96,16.33,57.22,50.72,46.73,313.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 07:00:00,3,16.88,21.07,24.32,78.83,69.62,390.53,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 08:00:00,3,21.53,27.33,2.17,98.71,98.23,534.06,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 09:00:00,3,26.02,33.34,0.0,106.93,121.12,660.9,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 10:00:00,3,30.0,38.67,0.0,113.79,152.59,741.0,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 11:00:00,3,33.06,43.45,0.0,120.64,169.75,807.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 12:00:00,3,36.45,48.31,0.0,126.12,179.29,867.84,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 13:00:00,3,37.36,49.41,0.0,128.87,169.75,907.9,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 14:00:00,3,37.01,48.33,0.0,126.12,137.33,934.6,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 15:00:00,3,36.92,47.31,0.0,122.01,104.9,947.95,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 16:00:00,3,38.81,48.61,0.0,122.01,88.69,961.3,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 17:00:00,3,41.6,51.38,0.0,122.01,73.43,974.66,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 18:00:00,3,41.68,51.31,0.0,115.16,52.93,947.95,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 19:00:00,3,35.6,44.26,0.0,97.33,35.29,827.79,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 20:00:00,3,28.91,36.19,0.0,81.57,28.85,680.92,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 21:00:00,3,26.17,32.8,0.0,74.71,33.38,580.79,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 22:00:00,3,26.23,33.19,0.0,76.77,51.5,574.11,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-30 23:00:00,3,27.81,35.7,0.92,79.51,72.48,620.84,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 00:00:00,3,29.84,38.79,4.87,78.83,90.6,654.22,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 01:00:00,3,31.81,42.19,9.3,82.25,107.77,640.87,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 02:00:00,3,35.52,47.55,12.16,89.11,127.79,640.87,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 03:00:00,3,41.48,54.82,14.13,104.19,146.87,647.54,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 04:00:00,3,41.91,52.89,20.38,113.79,135.42,527.38,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 05:00:00,3,41.99,51.84,22.35,122.01,120.16,540.73,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 06:00:00,3,33.56,41.42,24.68,112.41,85.83,514.03,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 07:00:00,3,23.1,28.05,25.75,86.37,54.84,433.92,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 08:00:00,3,16.76,20.16,13.23,81.57,43.39,410.56,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 09:00:00,3,12.97,15.69,2.39,82.94,41.48,427.25,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 10:00:00,3,12.88,15.71,0.14,85.68,52.93,467.3,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 11:00:00,3,15.54,19.09,0.0,93.22,77.25,534.06,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 12:00:00,3,20.11,24.57,0.0,102.82,103.0,594.14,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 13:00:00,3,25.47,31.01,0.0,111.04,123.98,654.22,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 14:00:00,3,32.66,39.48,0.0,116.53,114.44,741.0,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 15:00:00,3,40.2,48.18,0.0,116.53,82.97,801.09,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 16:00:00,3,43.03,50.88,0.0,108.3,55.79,774.38,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 17:00:00,3,40.5,47.51,0.0,97.33,40.53,707.63,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 18:00:00,3,38.28,44.58,0.0,89.11,34.81,647.54,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 19:00:00,3,37.39,43.79,0.0,82.94,32.42,594.14,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 20:00:00,3,35.33,41.84,0.0,79.51,30.04,534.06,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 21:00:00,3,32.68,38.96,0.0,78.14,30.99,494.0,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 22:00:00,3,32.85,39.41,0.0,76.09,44.82,507.35,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-01-31 23:00:00,3,32.28,39.08,1.33,71.97,61.99,560.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 00:00:00,3,28.35,34.84,5.72,62.38,71.53,587.46,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 01:00:00,2,18.32,22.26,21.46,50.72,52.93,427.25,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 02:00:00,2,8.71,11.39,42.2,40.1,35.29,360.49,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 03:00:00,2,5.79,8.32,62.94,31.53,25.27,357.15,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 04:00:00,2,4.11,6.0,70.1,23.99,17.88,380.52,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 05:00:00,2,2.61,4.31,64.37,24.68,17.17,410.56,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 06:00:00,2,1.69,3.26,68.66,24.33,16.45,393.87,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 07:00:00,2,1.21,2.56,69.38,23.99,15.26,380.52,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 08:00:00,2,0.87,2.04,63.66,25.02,14.9,367.16,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 09:00:00,2,0.79,1.92,60.08,26.39,15.74,353.81,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 10:00:00,1,0.85,2.05,57.22,28.79,18.12,340.46,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 11:00:00,2,0.89,2.21,55.07,31.19,20.5,330.45,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 12:00:00,2,0.9,2.29,55.79,31.87,21.46,323.77,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 13:00:00,2,0.96,2.43,56.51,33.24,22.89,317.1,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 14:00:00,2,1.02,2.59,58.65,33.24,22.65,313.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 15:00:00,2,0.95,2.62,64.37,29.47,19.55,310.42,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 16:00:00,2,1.29,3.36,60.08,32.56,20.27,317.1,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 17:00:00,2,1.87,4.63,47.92,40.44,24.08,323.77,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 18:00:00,2,2.06,5.32,38.98,45.93,27.42,317.1,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 19:00:00,2,2.04,5.55,33.62,50.04,30.04,307.08,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 20:00:00,2,2.17,6.0,27.54,56.21,33.86,310.42,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 21:00:00,2,2.55,6.93,17.52,67.86,40.53,323.77,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 22:00:00,3,3.46,8.51,3.0,86.37,57.22,363.83,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-01 23:00:00,3,4.55,10.22,0.29,93.22,74.39,423.91,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 00:00:00,3,5.27,11.46,0.83,93.22,85.83,467.3,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 01:00:00,3,5.06,11.31,1.79,90.48,84.88,453.95,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 02:00:00,3,4.4,10.36,4.6,83.63,77.25,417.23,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 03:00:00,3,3.63,9.0,9.75,76.77,64.85,377.18,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 04:00:00,2,2.8,6.95,21.82,67.86,48.16,340.46,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 05:00:00,2,2.92,6.89,21.28,69.92,48.64,337.12,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 06:00:00,3,3.16,7.26,13.59,74.03,51.5,340.46,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 07:00:00,3,3.52,7.98,3.76,77.46,55.79,347.14,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 08:00:00,3,4.19,9.42,0.24,78.83,64.85,370.5,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 09:00:00,3,5.11,11.11,0.0,81.57,75.34,400.54,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 10:00:00,3,7.05,14.21,0.0,83.63,93.46,473.98,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 11:00:00,3,10.34,18.96,0.0,86.37,115.39,587.46,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 12:00:00,3,13.8,23.93,0.0,97.33,123.98,680.92,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 13:00:00,3,14.69,25.42,0.0,111.04,107.77,660.9,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 14:00:00,3,12.42,20.36,0.0,101.45,69.62,554.08,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 15:00:00,3,6.61,10.34,0.56,71.97,34.81,413.89,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 16:00:00,2,2.44,4.04,38.62,34.27,20.03,297.07,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 17:00:00,1,2.33,3.56,55.79,24.33,18.36,280.38,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 18:00:00,1,2.47,3.71,57.94,23.99,18.84,283.72,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 19:00:00,1,2.52,3.76,59.37,23.65,19.55,283.72,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 20:00:00,2,2.46,3.71,60.8,22.96,20.5,280.38,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 21:00:00,2,2.28,3.56,60.08,23.99,21.46,280.38,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 22:00:00,2,2.12,3.62,52.21,31.87,25.75,290.39,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-02 23:00:00,2,2.14,4.04,43.63,40.78,30.28,303.75,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 00:00:00,2,2.34,4.7,45.78,40.44,33.38,317.1,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 01:00:00,2,2.7,5.39,51.5,37.7,33.86,313.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 02:00:00,2,3.34,6.21,56.51,34.96,33.38,310.42,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 03:00:00,2,3.97,6.69,61.51,30.85,30.52,303.75,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 04:00:00,2,3.53,5.56,72.96,23.65,22.17,283.72,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 05:00:00,2,3.71,5.65,76.53,24.68,22.89,277.04,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 06:00:00,2,4.59,6.86,71.53,31.53,27.42,283.72,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 07:00:00,2,6.59,9.91,27.18,69.92,50.07,360.49,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 08:00:00,3,9.67,14.58,1.33,91.85,76.29,507.35,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 09:00:00,3,12.54,18.72,0.0,100.08,89.65,634.19,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 10:00:00,3,14.0,20.64,0.0,116.53,98.23,680.92,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 11:00:00,3,13.36,19.72,0.0,126.12,93.46,654.22,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 12:00:00,3,11.86,17.6,0.0,117.9,82.02,594.14,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 13:00:00,3,8.88,12.85,0.0,94.59,57.7,453.95,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 14:00:00,3,9.81,13.74,0.0,100.08,61.99,487.33,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 15:00:00,3,11.0,15.41,0.0,109.67,57.7,520.71,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 16:00:00,3,9.88,13.92,0.0,94.59,41.01,480.65,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 17:00:00,3,7.85,10.79,0.0,74.03,28.13,420.57,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 18:00:00,2,6.7,8.99,0.06,63.75,23.37,377.18,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 19:00:00,2,6.61,8.66,1.12,62.38,21.93,350.48,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 20:00:00,2,7.2,9.25,4.11,63.06,21.93,337.12,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 21:00:00,2,8.04,10.2,5.63,65.8,23.84,330.45,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 22:00:00,3,8.71,11.19,1.77,72.66,32.42,347.14,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-03 23:00:00,3,9.5,12.39,0.45,78.83,41.48,383.85,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 00:00:00,3,10.32,13.56,1.94,82.94,47.21,410.56,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 01:00:00,3,11.02,14.67,4.25,82.25,51.98,420.57,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 02:00:00,3,11.74,15.74,6.08,80.2,56.74,423.91,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 03:00:00,3,12.73,16.97,7.42,81.57,61.04,413.89,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 04:00:00,3,14.01,18.78,9.21,80.2,63.9,417.23,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 05:00:00,3,15.54,21.43,4.78,87.74,75.34,467.3,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 06:00:00,3,16.62,23.28,2.39,91.85,83.92,494.0,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 07:00:00,3,16.56,23.58,0.93,90.48,86.78,507.35,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 08:00:00,3,17.11,24.65,0.14,87.74,86.78,554.08,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 09:00:00,3,18.62,26.98,0.0,85.68,88.69,620.84,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 10:00:00,3,20.31,29.25,0.0,84.31,91.55,654.22,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 11:00:00,3,22.21,31.49,0.0,83.63,91.55,660.9,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 12:00:00,3,23.1,32.15,0.0,93.22,87.74,620.84,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 13:00:00,3,22.45,31.16,0.0,104.19,78.2,554.08,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 14:00:00,3,18.49,26.15,0.0,100.08,61.04,507.35,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 15:00:00,3,12.93,18.98,0.0,87.74,43.39,460.62,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 16:00:00,3,9.19,14.22,0.0,79.51,34.81,417.23,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 17:00:00,3,8.94,14.04,0.01,81.57,35.29,413.89,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 18:00:00,3,9.14,14.46,0.03,84.31,35.29,410.56,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 19:00:00,3,7.27,12.33,0.27,77.46,32.9,373.84,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 20:00:00,2,5.49,10.25,0.85,69.23,31.47,340.46,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 21:00:00,2,5.19,10.02,0.69,67.17,33.86,333.79,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 22:00:00,3,6.32,11.79,0.05,71.29,48.16,370.5,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-04 23:00:00,3,8.41,14.87,0.22,77.46,66.76,447.27,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 00:00:00,3,10.59,18.02,1.08,82.25,80.11,520.71,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 01:00:00,3,11.94,19.04,2.46,87.05,85.83,540.73,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 02:00:00,3,12.23,18.29,4.47,89.11,79.15,520.71,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 03:00:00,3,11.56,16.89,7.06,87.05,68.66,487.33,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 04:00:00,3,9.03,13.05,10.28,81.57,51.5,427.25,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 05:00:00,3,7.12,10.07,13.77,76.09,40.05,393.87,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 06:00:00,3,6.29,8.73,13.77,74.71,34.33,377.18,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 07:00:00,3,5.89,7.97,9.3,77.46,29.56,367.16,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 08:00:00,3,5.45,7.0,11.18,75.4,24.56,360.49,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 09:00:00,2,4.9,6.0,22.35,66.49,20.5,347.14,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 10:00:00,2,4.22,5.07,34.69,54.15,17.64,330.45,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 11:00:00,2,3.5,4.2,46.49,43.87,15.26,313.76,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 12:00:00,2,2.92,3.5,60.8,32.56,12.28,293.73,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 13:00:00,2,2.56,3.13,69.38,26.73,11.68,283.72,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 14:00:00,2,2.57,3.21,70.81,26.05,11.8,283.72,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 15:00:00,2,2.76,3.44,71.53,24.33,10.25,280.38,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 16:00:00,2,3.22,4.15,67.23,25.7,10.73,280.38,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 17:00:00,2,3.4,4.53,63.66,26.39,11.32,277.04,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 18:00:00,2,3.57,4.84,61.51,27.42,12.16,270.37,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 19:00:00,2,3.72,5.2,60.8,28.45,13.35,270.37,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 20:00:00,1,3.93,5.59,58.65,31.19,14.78,273.7,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 21:00:00,1,4.29,6.17,52.93,37.01,17.64,280.38,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 22:00:00,2,5.27,7.2,34.33,54.84,24.08,303.75,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-05 23:00:00,2,6.53,8.58,20.03,69.92,29.33,337.12,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 00:00:00,2,7.62,9.84,25.03,67.17,31.95,357.15,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 01:00:00,2,8.51,10.91,29.68,63.75,34.33,367.16,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 02:00:00,2,9.02,11.65,29.68,63.75,36.72,370.5,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 03:00:00,2,8.9,11.64,30.04,63.75,37.67,367.16,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 04:00:00,2,8.99,11.71,31.83,65.12,38.15,377.18,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 05:00:00,3,10.92,14.18,21.99,76.77,48.16,427.25,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 06:00:00,3,12.33,16.03,13.41,87.05,58.17,460.62,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 07:00:00,3,11.19,15.16,5.9,91.85,62.94,467.3,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 08:00:00,3,9.96,14.56,0.87,93.22,65.8,500.68,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 09:00:00,3,9.32,14.22,0.01,94.59,66.76,540.73,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 10:00:00,3,8.9,14.08,0.0,93.22,71.53,540.73,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 11:00:00,3,9.5,15.33,0.0,95.96,75.34,540.73,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 12:00:00,3,10.88,17.52,0.0,98.71,76.29,554.08,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 13:00:00,3,12.17,19.75,0.0,93.22,74.39,554.08,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 14:00:00,3,13.41,21.68,0.0,85.68,68.66,554.08,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 15:00:00,3,14.11,22.27,0.0,79.51,54.84,547.41,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 16:00:00,3,14.98,22.79,0.0,75.4,44.82,520.71,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 17:00:00,3,16.16,23.39,0.0,75.4,40.53,500.68,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 18:00:00,3,16.63,22.98,0.0,74.71,37.67,487.33,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 19:00:00,3,16.33,21.81,0.0,73.34,35.76,480.65,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 20:00:00,3,16.23,21.42,0.0,72.66,35.76,487.33,40,2.0
Tokyo,13929286,6169,100,55000,37,2024-02-06 21:00:00,3,16.04,21.35,0.0,74.03,40.05,507.35,40,2.0
